"database","table","start_time","end_time","queries"
"business","business.http_log","2026-01-22 10:00:00","2026-01-22 10:30:00",21
"business","business.http_log","2026-01-22 10:30:00","2026-01-22 11:00:00",11
"business","business.http_log","2026-01-22 12:00:00","2026-01-22 12:30:00",2
"business","business.http_log","2026-01-22 13:00:00","2026-01-22 13:30:00",3
"business","business.http_log","2026-01-22 15:30:00","2026-01-22 16:00:00",1
"business","business.http_log","2026-01-22 23:00:00","2026-01-22 23:30:00",3
"business","business.http_log","2026-01-23 01:00:00","2026-01-23 01:30:00",3
"business","business.http_log","2026-01-23 01:30:00","2026-01-23 02:00:00",1
"business","business.http_log","2026-01-23 03:30:00","2026-01-23 04:00:00",1
"business","business.http_log","2026-01-23 13:00:00","2026-01-23 13:30:00",12
"business","business.http_log","2026-01-23 13:30:00","2026-01-23 14:00:00",8
"business","business.http_log","2026-01-23 14:00:00","2026-01-23 14:30:00",6
"business","business.http_log","2026-01-23 14:30:00","2026-01-23 15:00:00",8
"business","business.http_log","2026-01-23 15:00:00","2026-01-23 15:30:00",16
"business","business.http_log","2026-01-23 15:30:00","2026-01-23 16:00:00",13
"business","business.http_log","2026-01-23 16:00:00","2026-01-23 16:30:00",12
"business","business.http_log","2026-01-23 16:30:00","2026-01-23 17:00:00",10
"business","business.http_log","2026-01-23 17:00:00","2026-01-23 17:30:00",32
"business","business.http_log","2026-01-23 17:30:00","2026-01-23 18:00:00",20
"business","business.http_log","2026-01-23 18:00:00","2026-01-23 18:30:00",24
"business","business.http_log","2026-01-23 18:30:00","2026-01-23 19:00:00",10
"business","business.http_log","2026-01-23 19:00:00","2026-01-23 19:30:00",12
"business","business.http_log","2026-01-23 19:30:00","2026-01-23 20:00:00",6
"business","business.http_log","2026-01-23 20:00:00","2026-01-23 20:30:00",2
"business","business.http_log","2026-01-23 20:30:00","2026-01-23 21:00:00",22
"business","business.http_log","2026-01-23 21:00:00","2026-01-23 21:30:00",12
"business","business.http_log","2026-01-23 21:30:00","2026-01-23 22:00:00",14
"business","business.http_log","2026-01-23 22:00:00","2026-01-23 22:30:00",50
"business","business.http_log","2026-01-23 22:30:00","2026-01-23 23:00:00",56
"business","business.http_log","2026-01-23 23:00:00","2026-01-23 23:30:00",17
"business","business.http_log","2026-01-23 23:30:00","2026-01-24 00:00:00",22
"business","business.http_log","2026-01-24 00:00:00","2026-01-24 00:30:00",6
"business","business.http_log","2026-01-24 00:30:00","2026-01-24 01:00:00",20
"business","business.http_log","2026-01-24 01:00:00","2026-01-24 01:30:00",31
"business","business.http_log","2026-01-24 01:30:00","2026-01-24 02:00:00",13
"business","business.http_log","2026-01-24 02:00:00","2026-01-24 02:30:00",10
"business","business.http_log","2026-01-24 02:30:00","2026-01-24 03:00:00",34
"business","business.http_log","2026-01-24 03:00:00","2026-01-24 03:30:00",18
"business","business.http_log","2026-01-24 03:30:00","2026-01-24 04:00:00",5
"business","business.http_log","2026-01-24 04:00:00","2026-01-24 04:30:00",12
"business","business.http_log","2026-01-24 04:30:00","2026-01-24 05:00:00",2
"business","business.http_log","2026-01-24 05:00:00","2026-01-24 05:30:00",28
"business","business.http_log","2026-01-24 05:30:00","2026-01-24 06:00:00",64
"business","business.http_log","2026-01-24 06:00:00","2026-01-24 06:30:00",10
"business","business.http_log","2026-01-24 06:30:00","2026-01-24 07:00:00",12
"business","business.http_log","2026-01-24 07:00:00","2026-01-24 07:30:00",8
"business","business.http_log","2026-01-24 07:30:00","2026-01-24 08:00:00",28
"business","business.http_log","2026-01-24 08:30:00","2026-01-24 09:00:00",4
"business","business.http_log","2026-01-24 09:00:00","2026-01-24 09:30:00",4
"business","business.http_log","2026-01-24 09:30:00","2026-01-24 10:00:00",12
"business","business.http_log","2026-01-24 10:00:00","2026-01-24 10:30:00",8
"business","business.http_log","2026-01-24 10:30:00","2026-01-24 11:00:00",2
"business","business.http_log","2026-01-24 11:00:00","2026-01-24 11:30:00",9
"business","business.http_log","2026-01-24 11:30:00","2026-01-24 12:00:00",10
"business","business.http_log","2026-01-24 12:00:00","2026-01-24 12:30:00",7
"business","business.http_log","2026-01-24 12:30:00","2026-01-24 13:00:00",10
"business","business.http_log","2026-01-24 13:00:00","2026-01-24 13:30:00",2
"business","business.http_log","2026-01-24 13:30:00","2026-01-24 14:00:00",2
"business","business.http_log","2026-01-24 14:30:00","2026-01-24 15:00:00",2
"business","business.http_log","2026-01-24 15:00:00","2026-01-24 15:30:00",16
"business","business.http_log","2026-01-24 15:30:00","2026-01-24 16:00:00",13
"business","business.http_log","2026-01-24 16:00:00","2026-01-24 16:30:00",4
"business","business.http_log","2026-01-24 16:30:00","2026-01-24 17:00:00",6
"business","business.http_log","2026-01-24 17:00:00","2026-01-24 17:30:00",6
"business","business.http_log","2026-01-24 17:30:00","2026-01-24 18:00:00",24
"business","business.http_log","2026-01-24 18:00:00","2026-01-24 18:30:00",16
"business","business.http_log","2026-01-24 18:30:00","2026-01-24 19:00:00",18
"business","business.http_log","2026-01-24 19:00:00","2026-01-24 19:30:00",12
"business","business.http_log","2026-01-24 19:30:00","2026-01-24 20:00:00",10
"business","business.http_log","2026-01-24 21:30:00","2026-01-24 22:00:00",2
"business","business.http_log","2026-01-24 23:00:00","2026-01-24 23:30:00",7
"business","business.http_log","2026-01-25 01:00:00","2026-01-25 01:30:00",3
"business","business.http_log","2026-01-25 01:30:00","2026-01-25 02:00:00",1
"business","business.http_log","2026-01-25 02:00:00","2026-01-25 02:30:00",2
"business","business.http_log","2026-01-25 03:00:00","2026-01-25 03:30:00",2
"business","business.http_log","2026-01-25 03:30:00","2026-01-25 04:00:00",1
"business","business.http_log","2026-01-25 05:00:00","2026-01-25 05:30:00",8
"business","business.http_log","2026-01-25 06:30:00","2026-01-25 07:00:00",4
"business","business.http_log","2026-01-25 07:00:00","2026-01-25 07:30:00",12
"business","business.http_log","2026-01-25 07:30:00","2026-01-25 08:00:00",6
"business","business.http_log","2026-01-25 08:00:00","2026-01-25 08:30:00",8
"business","business.http_log","2026-01-25 08:30:00","2026-01-25 09:00:00",10
"business","business.http_log","2026-01-25 09:00:00","2026-01-25 09:30:00",12
"business","business.http_log","2026-01-25 09:30:00","2026-01-25 10:00:00",6
"business","business.http_log","2026-01-25 10:00:00","2026-01-25 10:30:00",6
"business","business.http_log","2026-01-25 10:30:00","2026-01-25 11:00:00",10
"business","business.http_log","2026-01-25 11:00:00","2026-01-25 11:30:00",8
"business","business.http_log","2026-01-25 11:30:00","2026-01-25 12:00:00",18
"business","business.http_log","2026-01-25 12:30:00","2026-01-25 13:00:00",10
"business","business.http_log","2026-01-25 13:00:00","2026-01-25 13:30:00",27
"business","business.http_log","2026-01-25 13:30:00","2026-01-25 14:00:00",9
"business","business.http_log","2026-01-25 14:00:00","2026-01-25 14:30:00",14
"business","business.http_log","2026-01-25 14:30:00","2026-01-25 15:00:00",2
"business","business.http_log","2026-01-25 15:30:00","2026-01-25 16:00:00",7
"business","business.http_log","2026-01-25 16:30:00","2026-01-25 17:00:00",4
"business","business.http_log","2026-01-25 17:00:00","2026-01-25 17:30:00",6
"business","business.http_log","2026-01-25 17:30:00","2026-01-25 18:00:00",4
"business","business.http_log","2026-01-25 19:00:00","2026-01-25 19:30:00",12
"business","business.http_log","2026-01-25 20:00:00","2026-01-25 20:30:00",2
"business","business.http_log","2026-01-25 21:00:00","2026-01-25 21:30:00",2
"business","business.http_log","2026-01-25 21:30:00","2026-01-25 22:00:00",2
"business","business.http_log","2026-01-25 23:00:00","2026-01-25 23:30:00",3
"business","business.http_log","2026-01-26 00:00:00","2026-01-26 00:30:00",4
"business","business.http_log","2026-01-26 01:00:00","2026-01-26 01:30:00",5
"business","business.http_log","2026-01-26 01:30:00","2026-01-26 02:00:00",1
"business","business.http_log","2026-01-26 03:30:00","2026-01-26 04:00:00",1
"business","business.http_log","2026-01-26 06:30:00","2026-01-26 07:00:00",2
"business","business.http_log","2026-01-26 07:30:00","2026-01-26 08:00:00",6
"business","business.http_log","2026-01-26 08:00:00","2026-01-26 08:30:00",2
"business","business.http_log","2026-01-26 09:00:00","2026-01-26 09:30:00",1
"business","business.http_log","2026-01-26 09:30:00","2026-01-26 10:00:00",2
"business","business.http_log","2026-01-26 10:00:00","2026-01-26 10:30:00",2
"business","business.http_log","2026-01-26 12:30:00","2026-01-26 13:00:00",3
"business","business.http_log","2026-01-26 13:00:00","2026-01-26 13:30:00",1
"business","business.http_log","2026-01-26 13:30:00","2026-01-26 14:00:00",2
"business","business.http_log","2026-01-26 14:00:00","2026-01-26 14:30:00",12
"business","business.http_log","2026-01-26 15:00:00","2026-01-26 15:30:00",2
"business","business.http_log","2026-01-26 15:30:00","2026-01-26 16:00:00",3
"business","business.http_log","2026-01-26 16:00:00","2026-01-26 16:30:00",12
"business","business.http_log","2026-01-26 16:30:00","2026-01-26 17:00:00",2
"business","business.http_log","2026-01-26 17:00:00","2026-01-26 17:30:00",2
"business","business.http_log","2026-01-26 17:30:00","2026-01-26 18:00:00",2
