"database","table","start_time","end_time","queries"
"business","business.endpoint_behavior_log","2026-01-20 22:00:00","2026-01-20 22:30:00",295
"business","business.endpoint_behavior_log","2026-01-20 22:30:00","2026-01-20 23:00:00",104
"business","business.endpoint_behavior_log","2026-01-20 23:00:00","2026-01-20 23:30:00",253
"business","business.endpoint_behavior_log","2026-01-20 23:30:00","2026-01-21 00:00:00",134
"business","business.endpoint_behavior_log","2026-01-21 00:00:00","2026-01-21 00:30:00",256
"business","business.endpoint_behavior_log","2026-01-21 00:30:00","2026-01-21 01:00:00",385
"business","business.endpoint_behavior_log","2026-01-21 01:00:00","2026-01-21 01:30:00",196
"business","business.endpoint_behavior_log","2026-01-21 01:30:00","2026-01-21 02:00:00",74
"business","business.endpoint_behavior_log","2026-01-21 02:00:00","2026-01-21 02:30:00",212
"business","business.endpoint_behavior_log","2026-01-21 02:30:00","2026-01-21 03:00:00",352
"business","business.endpoint_behavior_log","2026-01-21 03:00:00","2026-01-21 03:30:00",260
"business","business.endpoint_behavior_log","2026-01-21 03:30:00","2026-01-21 04:00:00",88
"business","business.endpoint_behavior_log","2026-01-21 04:00:00","2026-01-21 04:30:00",193
"business","business.endpoint_behavior_log","2026-01-21 04:30:00","2026-01-21 05:00:00",62
"business","business.endpoint_behavior_log","2026-01-21 05:00:00","2026-01-21 05:30:00",172
"business","business.endpoint_behavior_log","2026-01-21 05:30:00","2026-01-21 06:00:00",77
"business","business.endpoint_behavior_log","2026-01-21 06:00:00","2026-01-21 06:30:00",234
"business","business.endpoint_behavior_log","2026-01-21 06:30:00","2026-01-21 07:00:00",78
"business","business.endpoint_behavior_log","2026-01-21 07:00:00","2026-01-21 07:30:00",256
"business","business.endpoint_behavior_log","2026-01-21 07:30:00","2026-01-21 08:00:00",137
"business","business.endpoint_behavior_log","2026-01-21 08:00:00","2026-01-21 08:30:00",260
"business","business.endpoint_behavior_log","2026-01-21 08:30:00","2026-01-21 09:00:00",104
"business","business.endpoint_behavior_log","2026-01-21 09:00:00","2026-01-21 09:30:00",301
"business","business.endpoint_behavior_log","2026-01-21 09:30:00","2026-01-21 10:00:00",174
"business","business.endpoint_behavior_log","2026-01-21 10:00:00","2026-01-21 10:30:00",329
"business","business.endpoint_behavior_log","2026-01-21 10:30:00","2026-01-21 11:00:00",106
"business","business.endpoint_behavior_log","2026-01-21 11:00:00","2026-01-21 11:30:00",233
"business","business.endpoint_behavior_log","2026-01-21 11:30:00","2026-01-21 12:00:00",102
"business","business.endpoint_behavior_log","2026-01-21 12:00:00","2026-01-21 12:30:00",232
"business","business.endpoint_behavior_log","2026-01-21 12:30:00","2026-01-21 13:00:00",124
"business","business.endpoint_behavior_log","2026-01-21 13:00:00","2026-01-21 13:30:00",224
"business","business.endpoint_behavior_log","2026-01-21 13:30:00","2026-01-21 14:00:00",122
"business","business.endpoint_behavior_log","2026-01-21 14:00:00","2026-01-21 14:30:00",259
"business","business.endpoint_behavior_log","2026-01-21 14:30:00","2026-01-21 15:00:00",131
"business","business.endpoint_behavior_log","2026-01-21 15:00:00","2026-01-21 15:30:00",312
"business","business.endpoint_behavior_log","2026-01-21 15:30:00","2026-01-21 16:00:00",249
"business","business.endpoint_behavior_log","2026-01-21 16:00:00","2026-01-21 16:30:00",552
"business","business.endpoint_behavior_log","2026-01-21 16:30:00","2026-01-21 17:00:00",138
"business","business.endpoint_behavior_log","2026-01-21 17:00:00","2026-01-21 17:30:00",288
"business","business.endpoint_behavior_log","2026-01-21 17:30:00","2026-01-21 18:00:00",634
"business","business.endpoint_behavior_log","2026-01-21 18:00:00","2026-01-21 18:30:00",660
"business","business.endpoint_behavior_log","2026-01-21 18:30:00","2026-01-21 19:00:00",493
"business","business.endpoint_behavior_log","2026-01-21 19:00:00","2026-01-21 19:30:00",730
"business","business.endpoint_behavior_log","2026-01-21 19:30:00","2026-01-21 20:00:00",476
"business","business.endpoint_behavior_log","2026-01-21 20:00:00","2026-01-21 20:30:00",722
"business","business.endpoint_behavior_log","2026-01-21 20:30:00","2026-01-21 21:00:00",470
"business","business.endpoint_behavior_log","2026-01-21 21:00:00","2026-01-21 21:30:00",457
"business","business.endpoint_behavior_log","2026-01-21 21:30:00","2026-01-21 22:00:00",595
"business","business.endpoint_behavior_log","2026-01-21 22:00:00","2026-01-21 22:30:00",755
"business","business.endpoint_behavior_log","2026-01-21 22:30:00","2026-01-21 23:00:00",805
"business","business.endpoint_behavior_log","2026-01-21 23:00:00","2026-01-21 23:30:00",640
"business","business.endpoint_behavior_log","2026-01-21 23:30:00","2026-01-22 00:00:00",697
"business","business.endpoint_behavior_log","2026-01-22 00:00:00","2026-01-22 00:30:00",765
"business","business.endpoint_behavior_log","2026-01-22 00:30:00","2026-01-22 01:00:00",919
"business","business.endpoint_behavior_log","2026-01-22 01:00:00","2026-01-22 01:30:00",551
"business","business.endpoint_behavior_log","2026-01-22 01:30:00","2026-01-22 02:00:00",336
"business","business.endpoint_behavior_log","2026-01-22 02:00:00","2026-01-22 02:30:00",742
"business","business.endpoint_behavior_log","2026-01-22 02:30:00","2026-01-22 03:00:00",590
"business","business.endpoint_behavior_log","2026-01-22 03:00:00","2026-01-22 03:30:00",557
"business","business.endpoint_behavior_log","2026-01-22 03:30:00","2026-01-22 04:00:00",403
"business","business.endpoint_behavior_log","2026-01-22 04:00:00","2026-01-22 04:30:00",414
"business","business.endpoint_behavior_log","2026-01-22 04:30:00","2026-01-22 05:00:00",417
"business","business.endpoint_behavior_log","2026-01-22 05:00:00","2026-01-22 05:30:00",861
"business","business.endpoint_behavior_log","2026-01-22 05:30:00","2026-01-22 06:00:00",559
"business","business.endpoint_behavior_log","2026-01-22 06:00:00","2026-01-22 06:30:00",802
"business","business.endpoint_behavior_log","2026-01-22 06:30:00","2026-01-22 07:00:00",452
"business","business.endpoint_behavior_log","2026-01-22 07:00:00","2026-01-22 07:30:00",666
"business","business.endpoint_behavior_log","2026-01-22 07:30:00","2026-01-22 08:00:00",426
"business","business.endpoint_behavior_log","2026-01-22 08:00:00","2026-01-22 08:30:00",560
"business","business.endpoint_behavior_log","2026-01-22 08:30:00","2026-01-22 09:00:00",270
"business","business.endpoint_behavior_log","2026-01-22 09:00:00","2026-01-22 09:30:00",404
"business","business.endpoint_behavior_log","2026-01-22 09:30:00","2026-01-22 10:00:00",313
"business","business.endpoint_behavior_log","2026-01-22 10:00:00","2026-01-22 10:30:00",298
"business","business.endpoint_behavior_log","2026-01-22 10:30:00","2026-01-22 11:00:00",117
"business","business.endpoint_behavior_log","2026-01-22 11:00:00","2026-01-22 11:30:00",268
"business","business.endpoint_behavior_log","2026-01-22 11:30:00","2026-01-22 12:00:00",138
"business","business.endpoint_behavior_log","2026-01-22 12:00:00","2026-01-22 12:30:00",273
"business","business.endpoint_behavior_log","2026-01-22 12:30:00","2026-01-22 13:00:00",108
"business","business.endpoint_behavior_log","2026-01-22 13:00:00","2026-01-22 13:30:00",261
"business","business.endpoint_behavior_log","2026-01-22 13:30:00","2026-01-22 14:00:00",98
"business","business.endpoint_behavior_log","2026-01-22 14:00:00","2026-01-22 14:30:00",8
"business","business.endpoint_behavior_log","2026-01-22 14:30:00","2026-01-22 15:00:00",20
"business","business.endpoint_behavior_log","2026-01-22 15:00:00","2026-01-22 15:30:00",8
"business","business.endpoint_behavior_log","2026-01-22 15:30:00","2026-01-22 16:00:00",12
"business","business.endpoint_behavior_log","2026-01-22 16:00:00","2026-01-22 16:30:00",6
"business","business.endpoint_behavior_log","2026-01-22 16:30:00","2026-01-22 17:00:00",8
"business","business.endpoint_behavior_log","2026-01-22 17:00:00","2026-01-22 17:30:00",6
"business","business.endpoint_behavior_log","2026-01-22 17:30:00","2026-01-22 18:00:00",6
"business","business.endpoint_behavior_log","2026-01-22 18:00:00","2026-01-22 18:30:00",6
"business","business.endpoint_behavior_log","2026-01-22 18:30:00","2026-01-22 19:00:00",6
"business","business.endpoint_behavior_log","2026-01-22 19:00:00","2026-01-22 19:30:00",6
"business","business.endpoint_behavior_log","2026-01-22 19:30:00","2026-01-22 20:00:00",6
"business","business.endpoint_behavior_log","2026-01-22 20:00:00","2026-01-22 20:30:00",6
"business","business.endpoint_behavior_log","2026-01-22 20:30:00","2026-01-22 21:00:00",6
"business","business.endpoint_behavior_log","2026-01-22 21:00:00","2026-01-22 21:30:00",6
"business","business.endpoint_behavior_log","2026-01-22 21:30:00","2026-01-22 22:00:00",6
"business","business.endpoint_behavior_log","2026-01-22 22:00:00","2026-01-22 22:30:00",6
"business","business.endpoint_behavior_log","2026-01-22 22:30:00","2026-01-22 23:00:00",5
"business","business.endpoint_behavior_log","2026-01-22 23:00:00","2026-01-22 23:30:00",8
"business","business.endpoint_behavior_log","2026-01-22 23:30:00","2026-01-23 00:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 00:00:00","2026-01-23 00:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 00:30:00","2026-01-23 01:00:00",5
"business","business.endpoint_behavior_log","2026-01-23 01:00:00","2026-01-23 01:30:00",9
"business","business.endpoint_behavior_log","2026-01-23 01:30:00","2026-01-23 02:00:00",8
"business","business.endpoint_behavior_log","2026-01-23 02:00:00","2026-01-23 02:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 02:30:00","2026-01-23 03:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 03:00:00","2026-01-23 03:30:00",10
"business","business.endpoint_behavior_log","2026-01-23 03:30:00","2026-01-23 04:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 04:00:00","2026-01-23 04:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 04:30:00","2026-01-23 05:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 05:00:00","2026-01-23 05:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 05:30:00","2026-01-23 06:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 06:00:00","2026-01-23 06:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 06:30:00","2026-01-23 07:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 07:00:00","2026-01-23 07:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 07:30:00","2026-01-23 08:00:00",5
"business","business.endpoint_behavior_log","2026-01-23 08:00:00","2026-01-23 08:30:00",7
"business","business.endpoint_behavior_log","2026-01-23 08:30:00","2026-01-23 09:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 09:00:00","2026-01-23 09:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 09:30:00","2026-01-23 10:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 10:00:00","2026-01-23 10:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 10:30:00","2026-01-23 11:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 11:00:00","2026-01-23 11:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 11:30:00","2026-01-23 12:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 12:00:00","2026-01-23 12:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 12:30:00","2026-01-23 13:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 13:00:00","2026-01-23 13:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 13:30:00","2026-01-23 14:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 14:00:00","2026-01-23 14:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 14:30:00","2026-01-23 15:00:00",7
"business","business.endpoint_behavior_log","2026-01-23 15:00:00","2026-01-23 15:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 15:30:00","2026-01-23 16:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 16:00:00","2026-01-23 16:30:00",4
"business","business.endpoint_behavior_log","2026-01-23 16:30:00","2026-01-23 17:00:00",5
"business","business.endpoint_behavior_log","2026-01-23 17:00:00","2026-01-23 17:30:00",7
"business","business.endpoint_behavior_log","2026-01-23 17:30:00","2026-01-23 18:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 18:00:00","2026-01-23 18:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 18:30:00","2026-01-23 19:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 19:00:00","2026-01-23 19:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 19:30:00","2026-01-23 20:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 20:00:00","2026-01-23 20:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 20:30:00","2026-01-23 21:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 21:00:00","2026-01-23 21:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 21:30:00","2026-01-23 22:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 22:00:00","2026-01-23 22:30:00",6
"business","business.endpoint_behavior_log","2026-01-23 22:30:00","2026-01-23 23:00:00",6
"business","business.endpoint_behavior_log","2026-01-23 23:00:00","2026-01-23 23:30:00",7
"business","business.endpoint_behavior_log","2026-01-23 23:30:00","2026-01-24 00:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 00:00:00","2026-01-24 00:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 00:30:00","2026-01-24 01:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 01:00:00","2026-01-24 01:30:00",7
"business","business.endpoint_behavior_log","2026-01-24 01:30:00","2026-01-24 02:00:00",8
"business","business.endpoint_behavior_log","2026-01-24 02:00:00","2026-01-24 02:30:00",5
"business","business.endpoint_behavior_log","2026-01-24 02:30:00","2026-01-24 03:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 03:00:00","2026-01-24 03:30:00",10
"business","business.endpoint_behavior_log","2026-01-24 03:30:00","2026-01-24 04:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 04:00:00","2026-01-24 04:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 04:30:00","2026-01-24 05:00:00",5
"business","business.endpoint_behavior_log","2026-01-24 05:00:00","2026-01-24 05:30:00",7
"business","business.endpoint_behavior_log","2026-01-24 05:30:00","2026-01-24 06:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 06:00:00","2026-01-24 06:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 06:30:00","2026-01-24 07:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 07:00:00","2026-01-24 07:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 07:30:00","2026-01-24 08:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 08:00:00","2026-01-24 08:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 08:30:00","2026-01-24 09:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 09:00:00","2026-01-24 09:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 09:30:00","2026-01-24 10:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 10:00:00","2026-01-24 10:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 10:30:00","2026-01-24 11:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 11:00:00","2026-01-24 11:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 11:30:00","2026-01-24 12:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 12:00:00","2026-01-24 12:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 12:30:00","2026-01-24 13:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 13:00:00","2026-01-24 13:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 13:30:00","2026-01-24 14:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 14:00:00","2026-01-24 14:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 14:30:00","2026-01-24 15:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 15:00:00","2026-01-24 15:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 15:30:00","2026-01-24 16:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 16:00:00","2026-01-24 16:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 16:30:00","2026-01-24 17:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 17:00:00","2026-01-24 17:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 17:30:00","2026-01-24 18:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 18:00:00","2026-01-24 18:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 18:30:00","2026-01-24 19:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 19:00:00","2026-01-24 19:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 19:30:00","2026-01-24 20:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 20:00:00","2026-01-24 20:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 20:30:00","2026-01-24 21:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 21:00:00","2026-01-24 21:30:00",6
"business","business.endpoint_behavior_log","2026-01-24 21:30:00","2026-01-24 22:00:00",5
"business","business.endpoint_behavior_log","2026-01-24 22:00:00","2026-01-24 22:30:00",7
"business","business.endpoint_behavior_log","2026-01-24 22:30:00","2026-01-24 23:00:00",6
"business","business.endpoint_behavior_log","2026-01-24 23:00:00","2026-01-24 23:30:00",7
"business","business.endpoint_behavior_log","2026-01-24 23:30:00","2026-01-25 00:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 00:00:00","2026-01-25 00:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 00:30:00","2026-01-25 01:00:00",5
"business","business.endpoint_behavior_log","2026-01-25 01:00:00","2026-01-25 01:30:00",9
"business","business.endpoint_behavior_log","2026-01-25 01:30:00","2026-01-25 02:00:00",7
"business","business.endpoint_behavior_log","2026-01-25 02:00:00","2026-01-25 02:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 02:30:00","2026-01-25 03:00:00",5
"business","business.endpoint_behavior_log","2026-01-25 03:00:00","2026-01-25 03:30:00",11
"business","business.endpoint_behavior_log","2026-01-25 03:30:00","2026-01-25 04:00:00",5
"business","business.endpoint_behavior_log","2026-01-25 04:00:00","2026-01-25 04:30:00",7
"business","business.endpoint_behavior_log","2026-01-25 04:30:00","2026-01-25 05:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 05:00:00","2026-01-25 05:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 05:30:00","2026-01-25 06:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 06:00:00","2026-01-25 06:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 06:30:00","2026-01-25 07:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 07:00:00","2026-01-25 07:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 07:30:00","2026-01-25 08:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 08:00:00","2026-01-25 08:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 08:30:00","2026-01-25 09:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 09:00:00","2026-01-25 09:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 09:30:00","2026-01-25 10:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 10:00:00","2026-01-25 10:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 10:30:00","2026-01-25 11:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 11:00:00","2026-01-25 11:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 11:30:00","2026-01-25 12:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 12:00:00","2026-01-25 12:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 12:30:00","2026-01-25 13:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 13:00:00","2026-01-25 13:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 13:30:00","2026-01-25 14:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 14:00:00","2026-01-25 14:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 14:30:00","2026-01-25 15:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 15:00:00","2026-01-25 15:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 15:30:00","2026-01-25 16:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 16:00:00","2026-01-25 16:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 16:30:00","2026-01-25 17:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 17:00:00","2026-01-25 17:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 17:30:00","2026-01-25 18:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 18:00:00","2026-01-25 18:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 18:30:00","2026-01-25 19:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 19:00:00","2026-01-25 19:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 19:30:00","2026-01-25 20:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 20:00:00","2026-01-25 20:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 20:30:00","2026-01-25 21:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 21:00:00","2026-01-25 21:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 21:30:00","2026-01-25 22:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 22:00:00","2026-01-25 22:30:00",6
"business","business.endpoint_behavior_log","2026-01-25 22:30:00","2026-01-25 23:00:00",6
"business","business.endpoint_behavior_log","2026-01-25 23:00:00","2026-01-25 23:30:00",7
"business","business.endpoint_behavior_log","2026-01-25 23:30:00","2026-01-26 00:00:00",6
"business","business.endpoint_behavior_log","2026-01-26 00:00:00","2026-01-26 00:30:00",4
"business","business.endpoint_behavior_log","2026-01-26 00:30:00","2026-01-26 01:00:00",6
"business","business.endpoint_behavior_log","2026-01-26 01:00:00","2026-01-26 01:30:00",8
"business","business.endpoint_behavior_log","2026-01-26 01:30:00","2026-01-26 02:00:00",8
"business","business.endpoint_behavior_log","2026-01-26 02:00:00","2026-01-26 02:30:00",6
"business","business.endpoint_behavior_log","2026-01-26 02:30:00","2026-01-26 03:00:00",6
"business","business.endpoint_behavior_log","2026-01-26 03:00:00","2026-01-26 03:30:00",10
"business","business.endpoint_behavior_log","2026-01-26 03:30:00","2026-01-26 04:00:00",8
"business","business.endpoint_behavior_log","2026-01-26 04:00:00","2026-01-26 04:30:00",6
"business","business.endpoint_behavior_log","2026-01-26 04:30:00","2026-01-26 05:00:00",6
"business","business.endpoint_behavior_log","2026-01-26 05:00:00","2026-01-26 05:30:00",6
"business","business.endpoint_behavior_log","2026-01-26 05:30:00","2026-01-26 06:00:00",5
"business","business.endpoint_behavior_log","2026-01-26 06:00:00","2026-01-26 06:30:00",7
"business","business.endpoint_behavior_log","2026-01-26 06:30:00","2026-01-26 07:00:00",5
"business","business.endpoint_behavior_log","2026-01-26 07:00:00","2026-01-26 07:30:00",7
"business","business.endpoint_behavior_log","2026-01-26 07:30:00","2026-01-26 08:00:00",6
"business","business.endpoint_behavior_log","2026-01-26 08:00:00","2026-01-26 08:30:00",6
"business","business.endpoint_behavior_log","2026-01-26 08:30:00","2026-01-26 09:00:00",7
"business","business.endpoint_behavior_log","2026-01-26 09:00:00","2026-01-26 09:30:00",228
"business","business.endpoint_behavior_log","2026-01-26 09:30:00","2026-01-26 10:00:00",184
"business","business.endpoint_behavior_log","2026-01-26 10:00:00","2026-01-26 10:30:00",324
"business","business.endpoint_behavior_log","2026-01-26 10:30:00","2026-01-26 11:00:00",110
"business","business.endpoint_behavior_log","2026-01-26 11:00:00","2026-01-26 11:30:00",312
"business","business.endpoint_behavior_log","2026-01-26 11:30:00","2026-01-26 12:00:00",100
"business","business.endpoint_behavior_log","2026-01-26 12:00:00","2026-01-26 12:30:00",260
"business","business.endpoint_behavior_log","2026-01-26 12:30:00","2026-01-26 13:00:00",106
"business","business.endpoint_behavior_log","2026-01-26 13:00:00","2026-01-26 13:30:00",281
"business","business.endpoint_behavior_log","2026-01-26 13:30:00","2026-01-26 14:00:00",112
"business","business.endpoint_behavior_log","2026-01-26 14:00:00","2026-01-26 14:30:00",231
